"Year","ABBREV_NAME","offence","num","rate","pop"
2001,"AURUKUN","Drug Related Offences",6,558.659217876,1074.0000000021
2001,"AURUKUN","Sexual Offences",4,372.43947858,1074.00000001364
2001,"AURUKUN","Violent Offences",187,17411.54562377,1074.00000000408
2001,"BALONNE","Drug Related Offences",234,4275.534441821,5472.99999997981
2001,"BALONNE","Sexual Offences",12,219.258176506,5472.99999992092
2001,"BALONNE","Violent Offences",98,1790.60844145,5472.99999996881
2001,"BANANA","Drug Related Offences",346,2227.3722157831,15534.0000000114
2001,"BANANA","Sexual Offences",32,205.9997424992,15534.0000000846
2001,"BANANA","Violent Offences",112,720.999098749,15534.0000000458
2001,"BARCALDINE","Drug Related Offences",18,516.795865632,3483.00000000725
2001,"BARCALDINE","Sexual Offences",2,57.421762848,3483.00000000724
2001,"BARCALDINE","Violent Offences",19,545.50674706,3482.99999998171
2001,"BARCOO","Drug Related Offences",24,5286.34361232,454.000000001271
2001,"BARCOO","Violent Offences",2,440.52863436,454.000000001271
2001,"BLACKALL TAMBO","Drug Related Offences",26,1090.146750522,2385.00000000461
2001,"BLACKALL TAMBO","Sexual Offences",6,251.57232704,2385.00000003816
2001,"BLACKALL TAMBO","Violent Offences",5,209.64360587,2385.00000000024
2001,"BOULIA","Drug Related Offences",22,3886.92579506,565.999999998981
2001,"BOULIA","Violent Offences",40,7067.13780913,566.000000004587
2001,"BRISBANE","Drug Related Offences",14402,1625.89877702,885786.999999868
2001,"BRISBANE","Sexual Offences",2322,262.1397694928,885787.000001073
2001,"BRISBANE","Violent Offences",6851,773.4365033592,885786.999998661
2001,"BULLOO","Drug Related Offences",6,1333.33333332,450.0000000045
2001,"BULLOO","Violent Offences",2,444.44444444,450.0000000045
2001,"BUNDABERG","Drug Related Offences",1240,1601.446467783,77429.9999997267
2001,"BUNDABERG","Sexual Offences",262,338.3701407715,77430.0000001855
2001,"BUNDABERG","Violent Offences",591,763.2700503678,77430.0000000278
2001,"BURDEKIN","Drug Related Offences",650,3579.6893931016,18158.0000000171
2001,"BURDEKIN","Sexual Offences",22,121.1587179214,18157.9999998615
2001,"BURDEKIN","Violent Offences",101,556.2286595468,18157.9999999087
2001,"BURKE","Drug Related Offences",10,2040.81632652,490.000000002548
2001,"BURKE","Sexual Offences",110,22448.9795912,490.000000013898
2001,"BURKE","Violent Offences",34,6938.77551017,490.000000002407
2001,"CAIRNS","Drug Related Offences",4344,3765.1790280226,115372.999999986
2001,"CAIRNS","Sexual Offences",638,552.9890008945,115372.999999636
2001,"CAIRNS","Violent Offences",1638,1419.7429207861,115373.000000102
2001,"CARPENTARIA","Drug Related Offences",62,2760.463045421,2245.99999999436
2001,"CARPENTARIA","Sexual Offences",6,267.141585042,2245.99999998378
2001,"CARPENTARIA","Violent Offences",136,6055.209260908,2246.0000000001
2001,"CASSOWARY COAST","Drug Related Offences",1342,4543.607800673,29535.9999998508
2001,"CASSOWARY COAST","Sexual Offences",102,345.3412784416,29535.999999852
2001,"CASSOWARY COAST","Violent Offences",325,1100.3521126773,29535.9999999666
2001,"CENTRAL HIGHLANDS","Drug Related Offences",540,2196.8186811056,24580.9999998831
2001,"CENTRAL HIGHLANDS","Sexual Offences",60,244.0909645667,24580.9999999424
2001,"CENTRAL HIGHLANDS","Violent Offences",161,654.9774215838,24581.0000000742
2001,"CHARTERS TOWERS","Drug Related Offences",214,1782.2936620232,12007.0000000491
2001,"CHARTERS TOWERS","Sexual Offences",50,416.4237528108,12007.0000000017
2001,"CHARTERS TOWERS","Violent Offences",124,1032.7309069706,12007.0000000039
2001,"CHERBOURG ABORIGINAL","Drug Related Offences",24,2023.60876896,1186.00000000664
2001,"CHERBOURG ABORIGINAL","Sexual Offences",8,674.53625632,1186.00000000664
2001,"CHERBOURG ABORIGINAL","Violent Offences",192,16188.87015172,1186.00000000371
2001,"CLONCURRY","Drug Related Offences",96,2557.272242917,3754.00000003503
2001,"CLONCURRY","Sexual Offences",6,159.829515186,3753.99999994842
2001,"CLONCURRY","Violent Offences",83,2210.974960029,3754.00000002313
2001,"COOK","Drug Related Offences",284,7810.78107814,3635.99999998502
2001,"COOK","Sexual Offences",20,550.055005505,3635.99999997058
2001,"COOK","Violent Offences",169,4647.964796515,3635.99999997234
2001,"CROYDON","Drug Related Offences",52,18439.716312,282.000000000868
2001,"CROYDON","Violent Offences",7,2482.26950356,281.999999998421
2001,"DIAMANTINA","Violent Offences",5,1562.5,320
2001,"DOOMADGEE ABORIGINAL","Drug Related Offences",8,679.117147708,1177.99999999996
2001,"DOOMADGEE ABORIGINAL","Sexual Offences",8,679.117147712,1177.99999999303
2001,"DOOMADGEE ABORIGINAL","Violent Offences",138,11714.770798026,1177.99999999363
2001,"DOUGLAS","Drug Related Offences",428,4169.9142634444,10264.0000000016
2001,"DOUGLAS","Sexual Offences",18,175.3702260324,10264.0000000197
2001,"DOUGLAS","Violent Offences",154,1500.3897116164,10263.9999999795
2001,"ETHERIDGE","Drug Related Offences",46,4613.84152463,996.999999987839
2001,"ETHERIDGE","Violent Offences",2,200.60180542,996.999999981356
2001,"FLINDERS","Drug Related Offences",40,1951.219512185,2050.00000001063
2001,"FLINDERS","Sexual Offences",4,195.12195122,2049.99999999487
2001,"FLINDERS","Violent Offences",40,1951.219512185,2050.00000001063
2001,"FRASER COAST","Drug Related Offences",2234,3069.4824198572,72781.0000001216
2001,"FRASER COAST","Sexual Offences",272,373.7239114594,72781.0000001964
2001,"FRASER COAST","Violent Offences",765,1051.0985009796,72781.0000001938
2001,"GLADSTONE","Drug Related Offences",1052,2313.1555223153,45479.0000002691
2001,"GLADSTONE","Sexual Offences",216,474.9444798681,45479.0000001657
2001,"GLADSTONE","Violent Offences",492,1081.817981926,45478.9999999884
2001,"GOLD COAST","Drug Related Offences",4958,1305.8399332081,379678.999999603
2001,"GOLD COAST","Sexual Offences",688,181.2057027114,379679.000001315
2001,"GOLD COAST","Violent Offences",2816,741.6791552879,379678.999999252
2001,"GOONDIWINDI","Drug Related Offences",316,3092.279087972,10219.0000000046
2001,"GOONDIWINDI","Sexual Offences",40,391.4277326544,10219.000000012
2001,"GOONDIWINDI","Violent Offences",94,919.8551717396,10218.9999999924
2001,"GYMPIE","Drug Related Offences",842,2212.1801271629,38061.9999999664
2001,"GYMPIE","Sexual Offences",142,373.0755083799,38062.0000001186
2001,"GYMPIE","Violent Offences",330,867.006463138,38062.0000000478
2001,"HINCHINBROOK","Drug Related Offences",300,2464.6730200595,12171.9999999334
2001,"HINCHINBROOK","Sexual Offences",18,147.8803812025,12172.0000000214
2001,"HINCHINBROOK","Violent Offences",60,492.934604006,12172.0000000791
2001,"HOPE VALE ABORIGINAL","Drug Related Offences",28,3200.00000004,874.999999989063
2001,"HOPE VALE ABORIGINAL","Sexual Offences",2,228.57142858,874.999999967187
2001,"HOPE VALE ABORIGINAL","Violent Offences",47,5371.42857144,874.999999998138
2001,"IPSWICH","Drug Related Offences",1946,1570.1905853082,123934.000000263
2001,"IPSWICH","Sexual Offences",506,408.2818274228,123934.000000448
2001,"IPSWICH","Violent Offences",1256,1013.4426388241,123933.999999974
2001,"ISAAC","Drug Related Offences",194,1067.7527657048,18168.9999999152
2001,"ISAAC","Sexual Offences",26,143.1008861238,18169.0000001165
2001,"ISAAC","Violent Offences",67,368.7599757818,18169.0000000555
2001,"KOWANYAMA ABORIGINAL","Drug Related Offences",30,3003.003003,999.000000000999
2001,"KOWANYAMA ABORIGINAL","Sexual Offences",26,2602.6026026,999.000000000999
2001,"KOWANYAMA ABORIGINAL","Violent Offences",310,31031.031031,999.000000000999
2001,"LIVINGSTONE","Drug Related Offences",440,1701.2720875403,25862.9999999678
2001,"LIVINGSTONE","Sexual Offences",98,378.9196922245,25862.9999999941
2001,"LIVINGSTONE","Violent Offences",143,552.9134284498,25863.0000000051
2001,"LOCKHART RIVER ABORIGINAL","Drug Related Offences",12,1880.87774292,638.00000000906
2001,"LOCKHART RIVER ABORIGINAL","Violent Offences",24,3761.75548587,638.000000003972
2001,"LOCKYER VALLEY","Drug Related Offences",536,1899.8334101272,28213.0000000428
2001,"LOCKYER VALLEY","Sexual Offences",92,326.0908092004,28213.0000000893
2001,"LOCKYER VALLEY","Violent Offences",200,708.8930634794,28213.0000000786
2001,"LOGAN","Drug Related Offences",3144,1341.5773775246,234350.999999801
2001,"LOGAN","Sexual Offences",1048,447.1924591736,234351.000000464
2001,"LOGAN","Violent Offences",1955,834.2187573348,234350.999999799
2001,"LONGREACH","Drug Related Offences",206,4540.445228135,4536.99999998932
2001,"LONGREACH","Sexual Offences",18,396.737932564,4536.99999989195
2001,"LONGREACH","Violent Offences",52,1146.131805165,4536.99999997068
2001,"MACKAY","Drug Related Offences",1930,2160.3590897308,89337.0000003331
2001,"MACKAY","Sexual Offences",192,214.9165519327,89336.9999999459
2001,"MACKAY","Violent Offences",704,788.0273570848,89337.0000001462
2001,"MAPOON ABORIGINAL","Drug Related Offences",2,975.6097561,204.999999999487
2001,"MAPOON ABORIGINAL","Violent Offences",6,2926.8292683,204.999999999487
2001,"MARANOA","Drug Related Offences",222,1794.95472186,12368.0000000198
2001,"MARANOA","Sexual Offences",72,582.14747736,12368.0000000198
2001,"MARANOA","Violent Offences",149,1204.72186287,12368.0000000198
2001,"MAREEBA","Drug Related Offences",806,4446.8965517364,18124.99999995
2001,"MAREEBA","Sexual Offences",60,331.0344827606,18124.9999998916
2001,"MAREEBA","Violent Offences",229,1263.4482758664,18124.9999999379
2001,"MCKINLAY","Drug Related Offences",2,191.387559808,1045.00000000334
2001,"MCKINLAY","Sexual Offences",4,382.775119616,1045.00000000334
2001,"MCKINLAY","Violent Offences",10,956.937799046,1044.99999999679
2001,"MORETON BAY","Drug Related Offences",3704,1308.5472440652,283062.000000318
2001,"MORETON BAY","Sexual Offences",838,296.0482155854,283061.999999883
2001,"MORETON BAY","Violent Offences",1868,659.926093931,283061.99999955
2001,"MORNINGTON","Drug Related Offences",14,1412.71442984,991.000000020216
2001,"MORNINGTON","Sexual Offences",18,1816.34712409,991.00000001476
2001,"MORNINGTON","Violent Offences",206,20787.08375382,990.999999998287
2001,"MOUNT ISA","Drug Related Offences",528,2545.43701489,20743.0000000537
2001,"MOUNT ISA","Sexual Offences",126,607.4338331015,20742.9999999598
2001,"MOUNT ISA","Violent Offences",515,2482.7652702137,20742.9999999828
2001,"MURWEH","Drug Related Offences",192,3889.789303061,4936.00000002337
2001,"MURWEH","Sexual Offences",4,81.037277148,4935.9999999688
2001,"MURWEH","Violent Offences",79,1600.486223657,4936.00000001815
2001,"NAPRANUM ABORIGINAL","Drug Related Offences",18,2292.99363056,785.000000004536
2001,"NAPRANUM ABORIGINAL","Sexual Offences",4,509.55414012,785.000000011383
2001,"NAPRANUM ABORIGINAL","Violent Offences",105,13375.79617845,784.999999993776
2001,"NOOSA","Drug Related Offences",806,1853.0439580561,43496.0000002115
2001,"NOOSA","Sexual Offences",108,248.2986941326,43496.000000034
2001,"NOOSA","Violent Offences",268,616.1486113662,43496.0000000256
2001,"NORTH BURNETT","Drug Related Offences",212,2028.7081339788,10449.9999999613
2001,"NORTH BURNETT","Sexual Offences",26,248.8038277506,10450.000000025
2001,"NORTH BURNETT","Violent Offences",65,622.0095693766,10450.0000000234
2001,"NORTHERN PENINSULA AREA","Drug Related Offences",96,4671.532846678,2055.00000001642
2001,"NORTHERN PENINSULA AREA","Sexual Offences",72,3503.649635067,2054.99999998211
2001,"NORTHERN PENINSULA AREA","Violent Offences",102,4963.503649659,2054.99999999008
2001,"PALM ISLAND ABORIGINAL","Drug Related Offences",28,1234.023799032,2268.99999999708
2001,"PALM ISLAND ABORIGINAL","Sexual Offences",20,881.445570738,2268.99999999487
2001,"PALM ISLAND ABORIGINAL","Violent Offences",191,8417.805200544,2268.99999999592
2001,"PAROO","Drug Related Offences",64,2946.593001854,2171.99999999088
2001,"PAROO","Sexual Offences",6,276.243093924,2171.9999999894
2001,"PAROO","Violent Offences",97,4465.930018434,2171.99999999135
2001,"PORMPURAAW ABORIGINAL","Sexual Offences",2,323.62459546,618.000000017675
2001,"PORMPURAAW ABORIGINAL","Violent Offences",100,16181.22977331,618.000000005835
2001,"QUILPIE","Drug Related Offences",4,368.324125236,1085.99999998291
2001,"QUILPIE","Violent Offences",10,920.810313076,1085.99999999942
2001,"REDLAND","Drug Related Offences",1262,1089.5089439802,115832.000000813
2001,"REDLAND","Sexual Offences",232,200.2900752805,115832.000000545
2001,"REDLAND","Violent Offences",560,483.4588024002,115832.000000786
2001,"RICHMOND","Drug Related Offences",2,177.30496454,1127.99999999368
2001,"RICHMOND","Violent Offences",18,1595.74468086,1127.99999999368
2001,"ROCKHAMPTON","Drug Related Offences",1510,2142.4517593625,70480.0000000611
2001,"ROCKHAMPTON","Sexual Offences",356,505.1078320073,70480.0000002484
2001,"ROCKHAMPTON","Violent Offences",715,1014.4721906919,70480.0000000344
2001,"SCENIC RIM","Drug Related Offences",400,1332.001332,30030.00000003
2001,"SCENIC RIM","Sexual Offences",112,372.96037296,30030.00000003
2001,"SCENIC RIM","Violent Offences",107,356.31035631,30030.00000003
2001,"SOMERSET","Drug Related Offences",258,1444.083734468,17865.9999999963
2001,"SOMERSET","Sexual Offences",74,414.194559498,17866.0000000211
2001,"SOMERSET","Violent Offences",147,822.791895219,17866.0000000211
2001,"SOUTH BURNETT","Drug Related Offences",582,2104.8063361224,27650.9999999428
2001,"SOUTH BURNETT","Sexual Offences",128,462.9127337177,27650.9999999392
2001,"SOUTH BURNETT","Violent Offences",249,900.5099273089,27650.9999999796
2001,"SOUTHERN DOWNS","Drug Related Offences",946,3045.3257790195,31064.0000001767
2001,"SOUTHERN DOWNS","Sexual Offences",44,141.643059491,31063.9999997993
2001,"SOUTHERN DOWNS","Violent Offences",192,618.0788050512,31063.9999998213
2001,"SUNSHINE COAST","Drug Related Offences",4904,2465.1763676901,198930.999999611
2001,"SUNSHINE COAST","Sexual Offences",644,323.7303386603,198930.999999901
2001,"SUNSHINE COAST","Violent Offences",1248,627.3532028691,198931.000000075
2001,"TABLELANDS","Drug Related Offences",874,3991.9612679186,21894.0000000476
2001,"TABLELANDS","Sexual Offences",80,365.3969123974,21893.9999999215
2001,"TABLELANDS","Violent Offences",209,954.5994336349,21893.9999999974
2001,"TOOWOOMBA","Drug Related Offences",1462,1083.3240709897,134954.999999617
2001,"TOOWOOMBA","Sexual Offences",386,286.0212663486,134954.999999737
2001,"TOOWOOMBA","Violent Offences",1060,785.4470008524,134954.999999955
2001,"TORRES STRAIT ISLAND","Drug Related Offences",128,3016.02262016,4244.00000001358
2001,"TORRES STRAIT ISLAND","Sexual Offences",12,282.75212064,4244.00000001358
2001,"TORRES STRAIT ISLAND","Violent Offences",180,4241.2818096,4244.00000001358
2001,"TORRES","Drug Related Offences",96,2718.77655056,3530.99999998994
2001,"TORRES","Sexual Offences",428,12121.21212126,3530.99999998605
2001,"TORRES","Violent Offences",111,3143.585386562,3531.00000001577
2001,"TOWNSVILLE","Drug Related Offences",3534,2488.5220967304,142011.999999647
2001,"TOWNSVILLE","Sexual Offences",552,388.699546518,142011.999999706
2001,"TOWNSVILLE","Violent Offences",1473,1037.2362898919,142011.999999876
2001,"WEIPA","Drug Related Offences",54,2534.021586121,2130.99999999059
2001,"WEIPA","Sexual Offences",6,281.557954014,2130.99999998638
2001,"WEIPA","Violent Offences",35,1642.421398399,2131.00000000714
2001,"WESTERN DOWNS","Drug Related Offences",484,1685.5302106807,28715.0000001802
2001,"WESTERN DOWNS","Sexual Offences",92,320.3900400473,28715.0000001304
2001,"WESTERN DOWNS","Violent Offences",235,818.3876022997,28714.9999999562
2001,"WHITSUNDAY","Drug Related Offences",1298,4737.9179442183,27396.0000000413
2001,"WHITSUNDAY","Sexual Offences",26,94.9043655999,27396.0000002649
2001,"WHITSUNDAY","Violent Offences",300,1095.0503723204,27395.9999999181
2001,"WINTON","Drug Related Offences",34,2145.1104101,1584.99999999604
2001,"WINTON","Sexual Offences",2,126.1829653,1584.99999999604
2001,"WINTON","Violent Offences",20,1261.829653,1584.99999999604
2001,"WOORABINDA ABORIGINAL","Drug Related Offences",18,1775.147928999,1013.99999999719
2001,"WOORABINDA ABORIGINAL","Sexual Offences",14,1380.670611452,1013.99999999107
2001,"WOORABINDA ABORIGINAL","Violent Offences",158,15581.85404347,1013.99999999496
2001,"WUJAL WUJAL ABORIGINAL","Drug Related Offences",16,4371.58469948,365.999999997786
2001,"WUJAL WUJAL ABORIGINAL","Violent Offences",13,3551.91256835,365.999999995467
2001,"YARRABAH ABORIGINAL","Drug Related Offences",70,3130.590339892,2236.00000000048
2001,"YARRABAH ABORIGINAL","Sexual Offences",10,447.227191408,2236.00000002619
2001,"YARRABAH ABORIGINAL","Violent Offences",286,12790.697674448,2235.99999999486
2002,"AURUKUN","Drug Related Offences",62,5590.622182152,1108.99999999883
2002,"AURUKUN","Sexual Offences",10,901.71325519,1108.99999999367
2002,"AURUKUN","Violent Offences",124,11181.24436429,1109.00000000021
2002,"BALONNE","Drug Related Offences",154,2886.056971521,5335.99999998751
2002,"BALONNE","Sexual Offences",58,1086.956521731,5336.00000003991
2002,"BALONNE","Violent Offences",101,1892.803598199,5336.00000000536
2002,"BANANA","Drug Related Offences",330,2152.9227557401,15328.0000000073
2002,"BANANA","Sexual Offences",490,3196.7640918584,15327.9999999983
2002,"BANANA","Violent Offences",96,626.3048016663,15328.0000000941
2002,"BARCALDINE","Drug Related Offences",24,689.259046528,3481.99999998477
2002,"BARCALDINE","Sexual Offences",2,57.438253878,3481.99999994436
2002,"BARCALDINE","Violent Offences",24,689.259046528,3481.99999998477
2002,"BARCOO","Drug Related Offences",24,5491.99084669,436.999999999357
2002,"BARCOO","Sexual Offences",2,457.6659039,436.999999990605
2002,"BARCOO","Violent Offences",2,457.6659039,436.999999990605
2002,"BLACKALL TAMBO","Drug Related Offences",16,687.580575852,2326.99999998894
2002,"BLACKALL TAMBO","Violent Offences",8,343.790287928,2326.9999999754
2002,"BOULIA","Violent Offences",15,2808.98876405,533.999999999039
2002,"BRISBANE","Drug Related Offences",15498,1706.2851141012,908288.999998907
2002,"BRISBANE","Sexual Offences",3680,405.1573893338,908288.9999985
2002,"BRISBANE","Violent Offences",6604,727.0813584669,908288.999999254
2002,"BULLOO","Drug Related Offences",6,1348.31460673,445.00000000382
2002,"BULLOO","Sexual Offences",2,449.43820224,445.00000000712
2002,"BUNDABERG","Drug Related Offences",1556,1980.3744384134,78570.9999997075
2002,"BUNDABERG","Sexual Offences",288,366.5474538932,78571.0000004294
2002,"BUNDABERG","Violent Offences",693,882.0048109357,78570.9999999673
2002,"BURDEKIN","Drug Related Offences",440,2439.2948220502,18037.999999942
2002,"BURDEKIN","Sexual Offences",34,188.4909635238,18037.9999997756
2002,"BURDEKIN","Violent Offences",86,476.7712606724,18037.9999999816
2002,"BURKE","Drug Related Offences",20,4032.25806456,495.999999994604
2002,"BURKE","Sexual Offences",4,806.45161292,495.999999989683
2002,"BURKE","Violent Offences",41,8266.12903231,495.999999996884
2002,"CAIRNS","Drug Related Offences",4206,3586.7173775903,117265.999999859
2002,"CAIRNS","Sexual Offences",668,569.6450804145,117266.000000199
2002,"CAIRNS","Violent Offences",1536,1309.8425801172,117265.999999982
2002,"CARPENTARIA","Drug Related Offences",58,2574.345317358,2252.99999999706
2002,"CARPENTARIA","Sexual Offences",4,177.541056369,2253.00000000362
2002,"CARPENTARIA","Violent Offences",137,6080.781180645,2253.00000000112
2002,"CASSOWARY COAST","Drug Related Offences",1210,4109.0773253755,29446.9999999191
2002,"CASSOWARY COAST","Sexual Offences",204,692.7700614649,29447.0000000622
2002,"CASSOWARY COAST","Violent Offences",324,1100.2818623276,29447.0000000356
2002,"CENTRAL HIGHLANDS","Drug Related Offences",490,1955.775524873,25053.999999914
2002,"CENTRAL HIGHLANDS","Sexual Offences",46,183.603416622,25053.9999997408
2002,"CENTRAL HIGHLANDS","Violent Offences",185,738.4050451036,25053.9999999653
2002,"CHARTERS TOWERS","Drug Related Offences",148,1237.251295771,11961.9999999897
2002,"CHARTERS TOWERS","Sexual Offences",90,752.3825447215,11962.000000055
2002,"CHARTERS TOWERS","Violent Offences",115,961.377696034,11962.000000043
2002,"CHERBOURG ABORIGINAL","Drug Related Offences",40,3358.522250205,1191.00000000174
2002,"CHERBOURG ABORIGINAL","Sexual Offences",12,1007.55667507,1190.99999999169
2002,"CHERBOURG ABORIGINAL","Violent Offences",156,13098.236775815,1191.00000000033
2002,"CLONCURRY","Drug Related Offences",80,2183.406113534,3664.00000000523
2002,"CLONCURRY","Sexual Offences",28,764.19213974,3663.99999999037
2002,"CLONCURRY","Violent Offences",55,1501.09170307,3663.9999999677
2002,"COOK","Drug Related Offences",306,8383.56164386,3649.99999998938
2002,"COOK","Sexual Offences",12,328.767123288,3649.99999999635
2002,"COOK","Violent Offences",115,3150.684931502,3650.00000000562
2002,"CROYDON","Drug Related Offences",20,7220.21660647,277.000000001082
2002,"CROYDON","Sexual Offences",14,5054.1516245,277.000000002671
2002,"CROYDON","Violent Offences",1,361.01083032,277.000000003767
2002,"DIAMANTINA","Drug Related Offences",10,3194.88817895,312.999999996447
2002,"DIAMANTINA","Violent Offences",3,958.46645367,313.000000001346
2002,"DOOMADGEE ABORIGINAL","Drug Related Offences",32,2744.42538592,1166.0000000063
2002,"DOOMADGEE ABORIGINAL","Violent Offences",127,10891.93825038,1166.00000000523
2002,"DOUGLAS","Drug Related Offences",526,5037.349166819,10442.0000000151
2002,"DOUGLAS","Sexual Offences",38,363.9149588186,10442.0000000445
2002,"DOUGLAS","Violent Offences",141,1350.316031401,10442.000000082
2002,"ETHERIDGE","Drug Related Offences",16,1646.09053497,972.000000005565
2002,"ETHERIDGE","Sexual Offences",12,1234.56790124,971.999999995723
2002,"FLINDERS","Drug Related Offences",16,793.650793647,2016.00000000964
2002,"FLINDERS","Sexual Offences",4,198.412698412,2016.0000000071
2002,"FLINDERS","Violent Offences",24,1190.476190472,2016.0000000071
2002,"FRASER COAST","Drug Related Offences",2710,3647.4245952369,74298.999999587
2002,"FRASER COAST","Sexual Offences",338,454.9186395503,74299.0000001149
2002,"FRASER COAST","Violent Offences",680,915.2209316395,74299.0000001276
2002,"GLADSTONE","Drug Related Offences",1024,2197.8021977982,46592.0000000848
2002,"GLADSTONE","Sexual Offences",128,274.7252747266,46591.9999997752
2002,"GLADSTONE","Violent Offences",494,1060.2678571408,46592.0000000904
2002,"GOLD COAST","Drug Related Offences",5662,1434.7580397896,394630.999999854
2002,"GOLD COAST","Sexual Offences",832,210.8298638466,394631.000001671
2002,"GOLD COAST","Violent Offences",3001,760.457237267,394631.000000114
2002,"GOONDIWINDI","Drug Related Offences",274,2660.9692143315,10297.0000000107
2002,"GOONDIWINDI","Sexual Offences",18,174.8081965616,10297.0000000298
2002,"GOONDIWINDI","Violent Offences",78,757.5021851005,10297.0000000266
2002,"GYMPIE","Drug Related Offences",1112,2884.6403278897,38549.0000000624
2002,"GYMPIE","Sexual Offences",194,503.2555967716,38549.0000001025
2002,"GYMPIE","Violent Offences",425,1102.4929310769,38548.9999999243
2002,"HINCHINBROOK","Drug Related Offences",276,2291.217001485,12046.0000000487
2002,"HINCHINBROOK","Sexual Offences",26,215.83928275,12045.9999999699
2002,"HINCHINBROOK","Violent Offences",88,730.532957,12045.9999999699
2002,"HOPE VALE ABORIGINAL","Drug Related Offences",24,2768.16608999,866.999999992294
2002,"HOPE VALE ABORIGINAL","Sexual Offences",2,230.6805075,866.999999989162
2002,"HOPE VALE ABORIGINAL","Violent Offences",31,3575.54786624,866.999999991587
2002,"IPSWICH","Drug Related Offences",1720,1363.8237812806,126116.000000012
2002,"IPSWICH","Sexual Offences",626,496.3684227213,126116.000000162
2002,"IPSWICH","Violent Offences",1222,968.9492213544,126115.999999658
2002,"ISAAC","Drug Related Offences",276,1484.6691769795,18589.9999999671
2002,"ISAAC","Sexual Offences",28,150.6186121575,18589.9999999474
2002,"ISAAC","Violent Offences",85,457.235072618,18590.0000000686
2002,"KOWANYAMA ABORIGINAL","Drug Related Offences",46,4545.454545471,1011.99999999634
2002,"KOWANYAMA ABORIGINAL","Sexual Offences",40,3952.569169972,1011.99999999705
2002,"KOWANYAMA ABORIGINAL","Violent Offences",205,20256.916996149,1011.99999999493
2002,"LIVINGSTONE","Drug Related Offences",470,1774.3884022956,26487.9999999967
2002,"LIVINGSTONE","Sexual Offences",524,1978.2543038418,26487.9999999183
2002,"LIVINGSTONE","Violent Offences",153,577.6200543676,26487.9999998459
2002,"LOCKHART RIVER ABORIGINAL","Drug Related Offences",34,5457.46388446,622.999999996595
2002,"LOCKHART RIVER ABORIGINAL","Sexual Offences",4,642.05457464,622.999999998879
2002,"LOCKHART RIVER ABORIGINAL","Violent Offences",48,7704.65489568,622.999999998879
2002,"LOCKYER VALLEY","Drug Related Offences",398,1381.3209315301,28812.999999872
2002,"LOCKYER VALLEY","Sexual Offences",84,291.535070974,28813.0000000897
2002,"LOCKYER VALLEY","Violent Offences",177,614.3060424125,28812.9999999489
2002,"LOGAN","Drug Related Offences",3524,1471.3065987523,239514.999999893
2002,"LOGAN","Sexual Offences",1052,439.22092562,239515.000000286
2002,"LOGAN","Violent Offences",2031,847.9635930968,239514.999999316
2002,"LONGREACH","Drug Related Offences",254,5588.55885588,4545.00000000454
2002,"LONGREACH","Sexual Offences",90,1980.1980198,4545.00000000454
2002,"LONGREACH","Violent Offences",35,770.0770077,4545.00000000454
2002,"MACKAY","Drug Related Offences",2222,2426.9829827365,91553.9999993994
2002,"MACKAY","Sexual Offences",976,1066.0375297663,91553.99999979
2002,"MACKAY","Violent Offences",597,652.0741857281,91553.9999997693
2002,"MAPOON ABORIGINAL","Violent Offences",4,1877.93427232,212.999999997785
2002,"MARANOA","Drug Related Offences",166,1340.547524838,12382.9999999486
2002,"MARANOA","Sexual Offences",6,48.453524994,12382.9999999855
2002,"MARANOA","Violent Offences",130,1049.82637487,12382.9999999855
2002,"MAREEBA","Drug Related Offences",796,4364.9923228775,18236.0000000014
2002,"MAREEBA","Sexual Offences",40,219.346347881,18236.0000001919
2002,"MAREEBA","Violent Offences",269,1475.104189504,18236.000000139
2002,"MCKINLAY","Drug Related Offences",4,387.221684416,1032.99999999554
2002,"MCKINLAY","Violent Offences",5,484.027105524,1032.999999987
2002,"MORETON BAY","Drug Related Offences",3298,1131.2224954812,291542.999999933
2002,"MORETON BAY","Sexual Offences",712,244.217834075,291543.000001115
2002,"MORETON BAY","Violent Offences",1884,646.2168530892,291542.999999714
2002,"MORNINGTON","Drug Related Offences",14,1401.4014014,999.000000000999
2002,"MORNINGTON","Sexual Offences",4,400.4004004,999.000000000999
2002,"MORNINGTON","Violent Offences",218,21821.8218218,999.000000000999
2002,"MOUNT ISA","Drug Related Offences",298,1469.717893081,20275.9999999249
2002,"MOUNT ISA","Sexual Offences",74,364.963503651,20275.9999999242
2002,"MOUNT ISA","Violent Offences",542,2673.1110672735,20275.999999986
2002,"MURWEH","Drug Related Offences",126,2575.633687668,4891.9999999721
2002,"MURWEH","Sexual Offences",28,572.363041707,4891.99999994646
2002,"MURWEH","Violent Offences",91,1860.179885543,4891.99999995895
2002,"NAPRANUM ABORIGINAL","Drug Related Offences",8,1001.25156447,798.999999988484
2002,"NAPRANUM ABORIGINAL","Sexual Offences",6,750.93867336,798.999999980504
2002,"NAPRANUM ABORIGINAL","Violent Offences",64,8010.01251563,799.000000001452
2002,"NOOSA","Drug Related Offences",728,1621.6336622585,44893.0000001413
2002,"NOOSA","Sexual Offences",92,204.9317265485,44893.0000002839
2002,"NOOSA","Violent Offences",277,617.0226984144,44893.0000001334
2002,"NORTH BURNETT","Drug Related Offences",192,1844.7348193702,10407.9999999973
